type_designator,aircraft_group,manufacturer_model,query,source,source_page,file_title,image_url,thumb_url,license_short_name,license_url,artist,credit,width,height,mime,local_path,public_path,sha256,status,reason,identity_status,identity_notes
CL60,Canadair,"Canadair, Challenger","""CL60"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg,File:9H-VFA Bombardier CL-600-2B16 Challenger 605 CL60 - VJT (26507251841).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg/960px-9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Markus Eigenheer from Genève,9H-VFA Bombardier CL-600-2B16 Challenger 605 CL60 &gt; VJT,4061,2707,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg/960px-9H-VFA_Bombardier_CL-600-2B16_Challenger_605_CL60_-_VJT_%2826507251841%29.jpg,feb98cb6a2bddbd41c39449a758f4b2923f7fba24aa4402336eb67c5c06003ed,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
CL60,Canadair,"Canadair, Challenger","""CL60"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:9H-VFN_VistaJet_CL60_EGCC.jpg,File:9H-VFN VistaJet CL60 EGCC.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/9H-VFN_VistaJet_CL60_EGCC.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/9H-VFN_VistaJet_CL60_EGCC.jpg/960px-9H-VFN_VistaJet_CL60_EGCC.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Oscaracton,Own work,4681,3121,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/9H-VFN_VistaJet_CL60_EGCC.jpg/960px-9H-VFN_VistaJet_CL60_EGCC.jpg,538a2d49e0e9828b2f1e3a66e286298ccffe658bf5c115d23816777f9266a6fe,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
CL60,Canadair,"Canadair, Challenger","""CL60"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg,File:G-LCDH CL60(601) TAG Aviation VKO (33374904266) (2).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg/960px-G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"Papas Dos from Moscow, Russia",G-LCDH CL60(601) TAG Aviation VKO,1200,675,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg/960px-G-LCDH_CL60%28601%29_TAG_Aviation_VKO_%2833374904266%29_%282%29.jpg,1ae7c7481dd34a575492fcf26d236aba3cf4ab2457dd7aa6019649b1b079d84b,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
LJ35,Learjet,"Learjet, Lear or Learjet","""LJ35"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D-CEXP_%2830188041422%29.jpg,File:D-CEXP (30188041422).jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/D-CEXP_%2830188041422%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/D-CEXP_%2830188041422%29.jpg/960px-D-CEXP_%2830188041422%29.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Bram Steeman,D-CEXP,1200,800,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/D-CEXP_%2830188041422%29.jpg/960px-D-CEXP_%2830188041422%29.jpg,ccafc39ed399408af7f99ecc501768e4597b002662d89a492b544a415579a567,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
LJ35,Learjet,"Learjet, Lear or Learjet","""LJ35"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg,File:D-CGFO LJ 35A JamKite takeoff Hohn AirDefender23.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg/960px-D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Boevaya mashina,Own work,1200,800,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg/960px-D-CGFO_LJ_35A_JamKite_takeoff_Hohn_AirDefender23.jpg,002f221defa893545f761df46c3a43c72d9235e61dd282598dbeb9eb7208927e,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
LJ35,Learjet,"Learjet, Lear or Learjet","""LJ35"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg,File:GFD Learjet35A D-CGFE takeoff from Laage AB at Baltic Hunter 2023.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f8/GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg/960px-GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Boevaya mashina,Own work,1200,800,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg/960px-GFD_Learjet35A_D-CGFE_takeoff_from_Laage_AB_at_Baltic_Hunter_2023.jpg,9f13a7260945993435ecf9ef7d86d21f8189d9e921a7f769c937dbbb81def224,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
LJ35,Learjet,"Learjet, Lear or Learjet","""LJ35"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GXCB_Air_Tindi_LJ35.jpg,File:GXCB Air Tindi LJ35.jpg,https://upload.wikimedia.org/wikipedia/commons/9/94/GXCB_Air_Tindi_LJ35.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/GXCB_Air_Tindi_LJ35.jpg/960px-GXCB_Air_Tindi_LJ35.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,CambridgeBayWeather,Own work,3072,2304,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/GXCB_Air_Tindi_LJ35.jpg/960px-GXCB_Air_Tindi_LJ35.jpg,8b67b6b318e6fae41f45adc6511f7f017f29b2db5cba47555ec89a60c91258de,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B772,Boeing,"Boeing, Boeing 777","""B772"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Air_Atlanta_Europe_Boeing_777-200ER.jpg,File:Air Atlanta Europe Boeing 777-200ER.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/Air_Atlanta_Europe_Boeing_777-200ER.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Air_Atlanta_Europe_Boeing_777-200ER.jpg/960px-Air_Atlanta_Europe_Boeing_777-200ER.jpg,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Lewisair,Own work,4032,3024,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Air_Atlanta_Europe_Boeing_777-200ER.jpg/960px-Air_Atlanta_Europe_Boeing_777-200ER.jpg,096fa54a39e83f974bc5ce8ce6f171c3c514be6a378a38314502416820c7a78d,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B744,Boeing,"Boeing, Boeing 747","""B744"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg,File:9H-AKA AIRCRAFT Boeing 747-45E(BDSF).jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg/960px-9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sg1959,Own work,4319,2429,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg/960px-9H-AKA_AIRCRAFT_Boeing_747-45E%28BDSF%29.jpg,5915848038ca1bdbcd69d167c22730ab29add4fc061bf162d6114296bfac3548,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B744,Boeing,"Boeing, Boeing 747","""B744"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aircraft_loading_-_geograph.org.uk_-_5113693.jpg,File:Aircraft loading - geograph.org.uk - 5113693.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Aircraft_loading_-_geograph.org.uk_-_5113693.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Aircraft_loading_-_geograph.org.uk_-_5113693.jpg/960px-Aircraft_loading_-_geograph.org.uk_-_5113693.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,John H Darch,Geograph Britain and Ireland,5184,3888,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Aircraft_loading_-_geograph.org.uk_-_5113693.jpg/960px-Aircraft_loading_-_geograph.org.uk_-_5113693.jpg,c7bcdc7826db29c7cc1ad0489a712e873265850eafa3e47b159cc9fad2f85734,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B744,Boeing,"Boeing, Boeing 747","""B744"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg,File:B-2423 AIRCRAFT Boeing 747-4EVF(ER) -1a.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg/960px-B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sg1959,Own work,3634,2044,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg/960px-B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1a.jpg,80d177bf3ba86ebc08b3b36bc1d953868c0b2e4b1520c8208fffde754935eb6b,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B744,Boeing,"Boeing, Boeing 747","""B744"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg,File:B-2423 AIRCRAFT Boeing 747-4EVF(ER) -1c.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg/960px-B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sg1959,Own work,5841,3286,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg/960px-B-2423_AIRCRAFT_Boeing_747-4EVF%28ER%29_-1c.jpg,20ee950019b2a5f23383e5ca80ddae3bf7bbc758d786ee09f4ebf03b6a2afdd6,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
DH8D,de Havilland Canada,"de Havilland Canada, Dash Eight","""DH8D"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg,File:ASJ United Express (Republic Airlines) - De Havilland Canada DHC-8-402Q Dash 8 - N346NG (9363532318).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg/960px-ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Lord of the Wings© from Toronto, Canada",United Express (Republic Airlines) | De Havilland Canada DHC-8-402Q Dash 8 | N346NG,3872,2592,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg/960px-ASJ_United_Express_%28Republic_Airlines%29_-_De_Havilland_Canada_DHC-8-402Q_Dash_8_-_N346NG_%289363532318%29.jpg,5b6e3860f359160098b9fccc9b582a53881f4b54b5e5bd6875c0a81dc01bf30d,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
DH8D,de Havilland Canada,"de Havilland Canada, Dash Eight","""DH8D"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg,File:Brussels Airlines De Havilland Canada DHC-8-400 G-ECOK at Schiphol 02-10-2017.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg/960px-Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Robbie Klinkenberg,Own work,1920,1080,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg/960px-Brussels_Airlines_De_Havilland_Canada_DHC-8-400_G-ECOK_at_Schiphol_02-10-2017.jpg,16bd9e2363497cc6633faaf143ff13ceaa8547dd6d4d8768acdd15cb8fb1a53b,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
DH8D,de Havilland Canada,"de Havilland Canada, Dash Eight","""DH8D"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:E-9A_Widget_aircraft_84-048.jpg,File:E-9A Widget aircraft 84-048.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/E-9A_Widget_aircraft_84-048.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/E-9A_Widget_aircraft_84-048.jpg/960px-E-9A_Widget_aircraft_84-048.jpg,Public domain,,"Staff Sgt. Bennie J. Davis III, USAF",This image was released by the United States Air Force with the ID 080826-F-5040D-341 (next) . This tag does not indicate the copyright status of the attached work. A normal copyright tag is still required. See Commons:Licensing . العربية ∙ বাংলা ∙ Bahaso Jambi ∙ Deutsch ∙ Deutsch (Sie-Form) ∙ English ∙ español ∙ euskara ∙ فارسی ∙ français ∙ italiano ∙ 日本語 ∙ 한국어 ∙ македонски ∙ മലയാളം ∙ Plattdüütsch ∙ Nederlands ∙ polski ∙ پښتو ∙ português ∙ русский ∙ slovenščina ∙ svenska ∙ Türkçe ∙ українська ∙ 简体中文 ∙ 繁體中文 ∙ +/−,3000,1864,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/E-9A_Widget_aircraft_84-048.jpg/960px-E-9A_Widget_aircraft_84-048.jpg,ee4d45331c6c2066dae75a29c12be2578d7a1405684dd8c2c94777092b491a5b,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
DH8D,de Havilland Canada,"de Havilland Canada, Dash Eight","""DH8D"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg,File:Flybe De Havilland Canada DHC-8-400 G-JECR at Schiphol 02-10-2017.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg/960px-Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Robbie Klinkenberg,Own work,1920,1080,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg/960px-Flybe_De_Havilland_Canada_DHC-8-400_G-JECR_at_Schiphol_02-10-2017.jpg,bf11fcfb7d31bbe06a4dcd33a3d9450c78a10013b84a2a44fb792a8dda1e6cfb,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B763,Boeing,"Boeing, Boeing 767","""B763"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:C-GAUN_Aircraft.jpg,File:C-GAUN Aircraft.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/C-GAUN_Aircraft.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/C-GAUN_Aircraft.jpg/960px-C-GAUN_Aircraft.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Pierre Langlois,https://www.airliners.net/photo/Air-Canada/Boeing-767-233/91407,1008,664,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/C-GAUN_Aircraft.jpg/960px-C-GAUN_Aircraft.jpg,0ffd055d28921196eab16958a890f4e30bd8c2eb2e38c3391f1b8b2b2d5a378a,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B763,Boeing,"Boeing, Boeing 767","""B763"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg,File:D-ABUZ Condor B763 FRA (48795393776).jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg/960px-D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,TJDarmstadt,D-ABUZ Condor B763 FRA,4787,2693,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg/960px-D-ABUZ_Condor_B763_FRA_%2848795393776%29.jpg,f0922b5e116e07bcc2390796b6a00836d07889df152eff9b4f84a4b0d0cdda30,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
B763,Boeing,"Boeing, Boeing 767","""B763"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg,File:JU-1021 AIRCRAFT Boeing 767-34G(ER).jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg/960px-JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Sg1959,Own work,5335,3001,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg/960px-JU-1021_AIRCRAFT_Boeing_767-34G%28ER%29.jpg,43a49037324b32134079eaacaae152a9097e9975a26c81f2726ed8b2ae495b41,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
A319,Airbus,"Airbus, Airbus 319","""A319"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Airbus_A319_aircraft_on_stand_at_Heathrow_Airport_Terminal_3_-_geograph.org.uk_-_7774753.jpg,File:Airbus A319 aircraft on stand at Heathrow Airport Terminal 3 - geograph.org.uk - 7774753.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/Airbus_A319_aircraft_on_stand_at_Heathrow_Airport_Terminal_3_-_geograph.org.uk_-_7774753.jpg,https://upload.wikimedia.org/wikipedia/commons/6/60/Airbus_A319_aircraft_on_stand_at_Heathrow_Airport_Terminal_3_-_geograph.org.uk_-_7774753.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Graham Hogg,Geograph Britain and Ireland,640,480,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/6/60/Airbus_A319_aircraft_on_stand_at_Heathrow_Airport_Terminal_3_-_geograph.org.uk_-_7774753.jpg,96f391a7054bb84e3aa75ffe74f1d67dea59edb30916d29ee4c3de1350c24366,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
A319,Airbus,"Airbus, Airbus 319","""A319"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aircraft_%28145825781%29.jpeg,File:Aircraft (145825781).jpeg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Aircraft_%28145825781%29.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Aircraft_%28145825781%29.jpeg/960px-Aircraft_%28145825781%29.jpeg,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Tim Pacan,Imported from 500px ( archived version ) by the Archive Team . ( detail page ),1100,732,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Aircraft_%28145825781%29.jpeg/960px-Aircraft_%28145825781%29.jpeg,a9ac9970952454bc151afdc7ec9fe5fe2f70f8520873497fb1b739972e688321,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
A319,Airbus,"Airbus, Airbus 319","""A319"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg,"File:Aircraft spotting, GVA, Le Grand-Saconnex (BL7C0630).jpg",https://upload.wikimedia.org/wikipedia/commons/0/07/Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg/960px-Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Matti Blume,Own work,5760,3840,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg/960px-Aircraft_spotting%2C_GVA%2C_Le_Grand-Saconnex_%28BL7C0630%29.jpg,998eaa9775d075ae97dbe3409f1f99ae2ec69b509deeb2d904c349643d0879de,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
P28A,Piper Aircraft,"Piper Aircraft, Cherokee","""P28A"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg,File:G-ASWX Piper Cherokee P28A (35359958281).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg/960px-G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"James from Cheltenham, Gloucestershire",G-ASWX Piper Cherokee P28A,4288,3216,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg/960px-G-ASWX_Piper_Cherokee_P28A_%2835359958281%29.jpg,ffc1dbb3be8b82ec554172663514db1ad738f06ed9fbca5b6a3e3043aea4b839,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
P28A,Piper Aircraft,"Piper Aircraft, Cherokee","""P28A"" aircraft",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:P28A-140_PT-IZV.jpg,File:P28A-140 PT-IZV.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/P28A-140_PT-IZV.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/P28A-140_PT-IZV.jpg/960px-P28A-140_PT-IZV.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Cesmite,Own work,2048,1536,image/jpeg,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/P28A-140_PT-IZV.jpg/960px-P28A-140_PT-IZV.jpg,0dcd1ad49b048a8539b97d5966ed1b9597e0c7f5243feff4ebc710be0a8752e3,metadata_only,candidate_metadata_collected_without_download,not_reviewed,
